species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Gentoo,46.9,16.4,215.6,5095,male,2008
Gentoo,45.8,13,220.1,5628,male,2008
Gentoo,48.4,10.6,211.2,4606,female,2008
Gentoo,49.2,14,216.9,5515,male,2008
Gentoo,48,14,219.9,5230,male,2008
Gentoo,44.1,17.7,213.5,4701,female,2008
Gentoo,45.1,13.1,207,5036,female,2008
Gentoo,58.5,14.4,225.1,6062,male,2008
Gentoo,49.2,18.2,222.1,5132,female,2009
Gentoo,46.4,16.4,217.6,5391,male,2009
Gentoo,43.1,11.9,202.4,4952,female,2009
Gentoo,44.3,19.3,214.2,5268,male,2009
Gentoo,41.9,16.3,210.9,4335,female,2009
Gentoo,48.8,14.8,208.7,5351,male,2009
Gentoo,43.5,10.6,200.1,3940,female,2009
Gentoo,50.3,14.5,227.3,5699,male,2009
Gentoo,43.3,15.2,217,4301,female,2009
Gentoo,51.1,13.5,217.7,4725,male,2009
Gentoo,45.6,15.8,219.1,5564,male,2009
Gentoo,41.9,12.9,213.3,4915,female,2009
Gentoo,47.8,15.4,199.9,4244,female,2009
Gentoo,49.3,18,228,5417,male,2009
Gentoo,45.8,10.8,211.1,5097,female,2009
Gentoo,45.6,14.2,216,5281,male,2009
Gentoo,46.2,15.6,214.8,4854,female,2009
Gentoo,48.4,17.9,224.3,5315,male,2009
Gentoo,48.3,9.2,212.4,4417,female,2009
Gentoo,52.4,13.5,231.5,5013,male,2009
Gentoo,48,11.9,218,4906,female,2009
Gentoo,47.2,16.4,231.3,5054,male,2009
Gentoo,47.3,12.1,214.2,4340,female,2009
Gentoo,49.3,12.7,225.7,4964,male,2009
Gentoo,46.1,8.8,208.1,4447,female,2009
Gentoo,53.8,15.1,230,5590,male,2009
Gentoo,45.2,15.2,201.6,4207,female,2009
Gentoo,45.3,14.2,222.9,5292,male,2009
Gentoo,44.9,8,224.2,4392,female,2009
Gentoo,53.9,13.3,240.3,5626,male,2009
Gentoo,46.8,12.9,218.6,4736,female,2009
Gentoo,53.8,13.1,235.5,5684,male,2009
Gentoo,46.2,17.9,227,5782,male,2009
Gentoo,43.8,12.4,218.3,4706,female,2009
Gentoo,54.2,12.7,221.2,5536,male,2009
Gentoo,47.5,17.9,224,4753,female,2009
Gentoo,47.4,17.9,224.1,4994,male,2009
Gentoo,49.4,10.8,229.2,5081,male,2009
Gentoo,49.5,14.4,219.3,5170,female,2009
Gentoo,46.2,14.1,226.7,4708,female,2009
Gentoo,51.2,15.2,225.6,5773,male,2009
Gentoo,46.2,16.9,211.6,4612,female,2009
Gentoo,53,18.5,210.8,6044,male,2009
Gentoo,45.6,14.3,215.3,4762,female,2009
Gentoo,47.9,16.2,222.8,5943,male,2009
Gentoo,49.6,13,203.1,4568,female,2010
Gentoo,52.5,14.2,229.4,5455,male,2010
Gentoo,48.3,14.1,226.2,4724,female,2010
Gentoo,48.9,12.3,223.4,5333,male,2010
Gentoo,44.9,15.3,205.2,4747,female,2010
Gentoo,49.2,14.1,228.5,5615,male,2010
Gentoo,47.1,10.3,217.4,4582,female,2010
Gentoo,52.9,13.6,221.2,5321,male,2010
Gentoo,42.4,10.1,206.2,4919,female,2010
Gentoo,54,16.3,235.3,5541,male,2010
Gentoo,47.5,15.2,225.4,4965,female,2010
Gentoo,47.9,19.3,218.2,5425,male,2010
Gentoo,46,10.5,203.5,4768,female,2010
Gentoo,46.5,17.5,216.2,5637,male,2010
Gentoo,42.3,12,217.9,4865,female,2010
Gentoo,52.3,18.1,222.2,5173,male,2010
Gentoo,50.5,18.9,213.9,4923,male,2010
Gentoo,42.2,12.2,225.8,4855,female,2010
Gentoo,54.6,13.3,201,4660,female,2010
Gentoo,53.4,16.2,228.7,5252,male,2010
Gentoo,44.7,16.1,217.6,4843,female,2010
Gentoo,54.4,13.4,221.6,5620,male,2010
Gentoo,47.8,13.2,213.1,4963,female,2010
Gentoo,48,15.9,234.9,5477,male,2010
Gentoo,42.1,16.1,206,5467,male,2010
Gentoo,42.4,15.7,209.2,4691,female,2010
Gentoo,55.2,13.2,222.3,5495,male,2010
Gentoo,46.9,16.5,206.9,4617,female,2010
Gentoo,48.9,16.3,202.8,5482,male,2010
Gentoo,51.3,16.7,210.8,5017,female,2010
Gentoo,51,12.8,231.7,5955,male,2010
Gentoo,41.9,12.1,218.7,4629,female,2010
Gentoo,50.4,18.7,225.1,5492,male,2010
Gentoo,47.1,12.3,227.6,4377,female,2010
Gentoo,55.2,12.6,223.6,5856,male,2010
Gentoo,47.6,16.8,227,5992,male,2010
Gentoo,49.7,17.1,207.1,4928,female,2010
Gentoo,47.8,14.1,217.5,4839,female,2010
Gentoo,49.8,13.3,227.7,5722,male,2010
Gentoo,46.4,17,214,5191,female,2010
Gentoo,50,18.4,212.7,5401,male,2010
Chinstrap,47.9,23.9,176.6,3499,female,2008
Chinstrap,51.3,23.3,199.2,3917,male,2008
Chinstrap,48.3,19.5,207.3,3658,male,2008
Chinstrap,46.8,21.8,192.1,3508,female,2008
Chinstrap,49.9,18,187,3725,male,2008
Chinstrap,49.5,20.9,200.1,3976,female,2008
Chinstrap,45.2,18.2,170.7,3243,female,2008
Chinstrap,50.2,18.7,198,3741,male,2008
Chinstrap,45.8,20.2,198.1,4145,female,2008
Chinstrap,47.8,13.4,191.7,3743,male,2008
Chinstrap,44,19.9,183.5,3806,female,2008
Chinstrap,52.9,22,191,3784,male,2008
Chinstrap,47,14.3,196,3720,female,2008
Chinstrap,50.8,19.3,195.1,4049,male,2008
Chinstrap,46.6,18.3,188.5,3562,female,2008
Chinstrap,48.6,18,194.8,4051,male,2008
Chinstrap,50,23.1,194.2,3295,male,2008
Chinstrap,58.5,22,177.6,3699,female,2008
Chinstrap,51.8,16.5,188.3,3472,female,2008
Chinstrap,47.9,14.8,193.9,4416,male,2008
Chinstrap,41.2,17,184,3576,female,2008
Chinstrap,47.6,18.2,182.2,3424,male,2008
Chinstrap,45.7,15.4,189.2,2890,female,2008
Chinstrap,46.4,18.2,186.1,3814,male,2008
Chinstrap,44.8,20,188.8,3294,female,2008
Chinstrap,48.8,21.1,193.1,4150,male,2008
Chinstrap,50.1,18.3,196.2,3389,female,2009
Chinstrap,48.5,16.4,204.5,3778,male,2009
Chinstrap,46.9,19.8,192.1,3696,female,2009
Chinstrap,57.7,15.7,205,4520,male,2009
Chinstrap,42.2,16,195.5,3193,female,2009
Chinstrap,54.5,25.6,197.3,4278,male,2009
Chinstrap,43.6,15.3,183.9,3336,female,2009
Chinstrap,47.3,20.9,197.8,4081,male,2009
Chinstrap,47.6,21,192.9,3563,male,2009
Chinstrap,51.8,16.4,206.4,3926,female,2009
Chinstrap,47.8,20.8,193.8,3830,female,2009
Chinstrap,49.5,19.3,198.2,4826,male,2009
Chinstrap,47.4,17.1,185.1,2684,female,2009
Chinstrap,50.1,19.5,195.6,4471,male,2009
Chinstrap,46,21.2,212.2,3954,male,2009
Chinstrap,48.3,16.6,177.6,3651,female,2009
Chinstrap,50,19.5,193,3553,male,2009
Chinstrap,43.8,17.4,195.1,3464,female,2009
Chinstrap,50.8,21.4,204.7,3674,female,2010
Chinstrap,48.2,16.9,199.9,4468,male,2010
Chinstrap,54.6,17.9,175.9,3418,female,2010
Chinstrap,50.2,22,198.7,4278,male,2010
Chinstrap,54,18.6,192.9,3259,male,2010
Chinstrap,48.5,18.8,197,3656,female,2010
Chinstrap,48.2,18.3,199.1,3313,female,2010
Chinstrap,54.9,16.8,207.7,3961,male,2010
Chinstrap,46.9,17.2,193.8,3592,female,2010
Chinstrap,49.7,19.5,200.4,4035,male,2010
Chinstrap,43.4,17.1,182,3318,female,2010
Chinstrap,54.5,16.8,196.7,3421,male,2010
Chinstrap,44.4,10.8,186.3,3247,female,2010
Chinstrap,53.9,18.5,190.1,4027,male,2010
Chinstrap,48.5,16.3,196.1,3791,male,2010
Chinstrap,42.1,15.7,196.8,3516,female,2010
Chinstrap,51.1,18.2,201,3894,male,2010
Chinstrap,45.5,19.8,190,3602,female,2010
Chinstrap,45.9,17,196,3631,female,2010
Chinstrap,53.7,17,214.8,4010,male,2010
Chinstrap,42.5,17.3,195.1,3399,female,2010
Chinstrap,54.7,23.5,199.1,3989,male,2010
Chinstrap,47.4,19.7,203.3,4098,male,2010
Chinstrap,49.1,23.1,194.3,3769,female,2010
